60.45555629,42.50840944
82.22666158,42.71987854
88.91389642,69.8037889
94.83450672,45.6943068
67.31925747,66.58935318
57.23870632,59.51428198
80.366756,90.9601479
68.46852179,85.5943071
42.07545454,78.844786
75.47770201,90.424539
78.63542435,96.64742717
52.34800399,60.76950526
94.09433113,77.15910509
90.44855097,87.50879176
55.48216114,35.57070347
74.49269242,84.84513685
89.84580671,45.35828361
83.48916274,48.3802858
42.26170081,87.10385094
99.31500881,68.77540947
55.34001756,64.93193801
74.775893,89.5298129
